,input,label
33,"Dar es Salaamam # #6 ; wahitimu ' hao wa walikuwa Kiwalani karibu na kiwanda cha Mohamed Enterprises Enterprises Jirani na nawanda hicho kuna jengo la ghorofa : Februari Februari, 2011,,geni geniwili zaidi waliwasili kwasili kwa kutokai ; mwa ;me mmoja ( aliyechangye rangi ) na mwanamke mmoja ( mweusi vilivyo ). Walipokewa na gari garli : moja ya polisi (i ( & # 8230 na0 pili la piliba ya kibal",1.0
34,. mi mi mitano sa sa hukuku ku ukiwa ni suala lao lipo kwenye kwenyecha chao na miezi ina ina. Mmoja wa wafanyakazi aliekataa ku ku jina kwa hofu ya kusimamishwahwa kwenye idarara ulinzi ali alia kuwa wamekuwa wakifuatilia fedha zao kwa kipindi kirefu huku wakiambiwa mkurugenzi amekekha saini do doo la mali mali ya lakini wa wa mpaka leo hawajalijaliwa choch,1.0
35,na mae maeo mbalimbali ya yajwa waliokwishapata huduma yaawazishwazis na upasu upasu mtoto wa jicho Mkoani Lindi kwenye banda la washirika kati ya Sightsavers na idara ida afya afya Lindi Lin wa mao washo ya Nane Nane leo. leowananchi wananfika wa banda la Huduma ya Afya ya Macho akifanowa uchunguzi wa Macho katika maadhimisho ya shere ya zaree Naneeni Lindi leo,0.0
36,"AKIWA HAI MW MWI... Chuo Kikuukuu Sayansii Tiba ya yaya cha charnforde ki kiopo Kang Kangojini Tanga kinavyoonekana. Chu. Kio chakuua Ecke... MATUKIO MBALIMBALI KAIKA PIC PICKOA YA SINGIDA, TABORA NA SHINYANGA MWANAFUNAFI WA CHUO CHA UAAIMU ST. AGREY MBEYA AUAWA BAADA YA KUTUHUMIUM K,BA PI PIIA kumradhi kwa ku kwa kum",0.0
37,uchafu kwenye mitaa mbalimbali katika manispaaaa Shinyanga ikiwemo eneo eneouo chaoasi ya asiyo wilayani. Tu. hilo hilmetokeaokea asubuhi mjini Shinyanga wakati mkuu huyo wao akiwa na msafara wakerapo waili katika ili la stendi ya mab ya yaendayoendani kwa len kwa lagofanya kuwainduzi wa indimikwa kwa impa hayo na pa haya maandalizi hayajakamilika haya Katika,0.0
38,"iwe nanyiyiote, Maaskofuko watoa tamko, 90 % ya Vi yazi Tanzania zi ni waislamu!! → 22 →s. [UNK]wametoa wapi hii? wakati wa kuombewa ilia ili kwawagha [UNK] gha kama unadhani una very serious swali au hoja au unataka sana kuelewa na kwa kweli unauhita um huita na si mambo si dini mfu na kuchezesha maneno, uliza yote na yatanyukwatanyukuvu sana yote. Karibu Nimesbu h",1.0
39,"nak nakmbia, mtu asipozaliwa upya hataweza kuuona ufalme wa Mungu.ngu Kuhus Kuhusbatizo waizo : [UNK] Yes... MAMBO YA KUTAFAAFRI KABLA YA KUFANYAUAMUZI WA KA KA AU KUOLEOL - 1 Bwana Yesu asifiwefi Karibu katika sehemu ya pili ya mafundisho hayaoumu kwa vijana kwaliyofundishyofund mwalimu wa Neno la Mungu ndugu n... Mwanamke mmo",1.0
40,( NECTA ) li lingaza matokeo ya mtihaniani Kumaliza Elimu ya Msingi kwa mwaka 2017.. Historiali u uulu wa... HISTORITO FUPI YA ZARINAHAASSANSANARI THE B THES.D. ). Historia. ya utoto. Alizaliwazali Sept 7 1980. Jina lake halisi ni Zarinah Hassan ( Zari Zari Alikulia katikaia wa Jin wa nchini Ugan... VYOMBO VYA HABAA MATUKIOKITIU PICHA PGAZET GA,0.0
41,"MDOGO AGOSTI 12 KATIKAKATA 79 TANZANIA BA BA MWENGE WA UHURU 2018 KARIRI BABABA MJI. Ofisi ya yauu wa Mkoa wa Mkoa Wo W ya Serikali Mtandao Idara ya Habari, maelez mae Wizara ya Ha ya, Utama,i, Sanaa na Michezo Halmashauri ya Wilaya ya Sima ya Sima Halmashauri ya Wilaya ya Wilayaeto Ramani ya Eneo Haki zote zimehifadhihi na Halmashau Hal ya",0.0
42,"ya nusu fainali ya michuano ya ligi ya mabinging baranini : mwaka -. Ligi ya ya Mkwa Ulaya : FC Barcelona yatingting 16 bora Baada ya kutangazwa na naokea tuzo ya mchezajzaj bora wa mwaka barani Asia Abdelkarimmwenyenyeri wa miaka 25 alisemsem : [UNK] Ninafurfur ya kufikia mafanikio haya, sina bu bu kuwashukuru wachezajiinzangu nagungozi wa Al Sadd SC, kwa us, kwaano walionipa hadi le",1.0
43,"msimamo wake wa kutetea mask mask, wanyonge na naigania rasilimali za taifa letu, Aidha alieleza kwamba tokaaangaze kampeni yake kumekuwa na tabia kwa baadhi ya wanasiasa na wananchi ambao ambaotoa lugha za mau mau na ke ke kwa baadhi ya Watanzaanza wanaojitokeza had hadni kumpongfung Raissufuli naikali yake. Alisema kwa mujibujib Kati wa yabuhuri ya Muungano Mu Tanzania ya mw",0.0
44,"kuwa Kawawa hakufanya kosasalote ila akambadili tu kwa kwamweka Edward Sokoine, muktadha wa wa huooonesha alifanya mabadiliko hayo kuzuzu mtikisiko. Mwaka 1977 nchi ilikuwa inajiandaa kuin kuin vitani iki iki katika hali ngumu ya kiuchumi [UNK] Kawawa akamhamishishi Wizara ya Ulinzi kuchukua nafasi ya So Sone. Na Sokoine huyo huyo alimtoa kwenye Uwazirzir Mkuu miaka mitatu baad",0.0
45,"rafiki yake ait aite Pac Pac. Jide alivyomuomu M Mpopo alimrukia na kuanza kumkumkuma. W Wkaa kwa karibu huku Mwaipopo akiwa anamshika kiuno kide, kwa mujib mu wa mashuhudahu Inadaiwa kuwa Jide Ji Mwai Mo wana wafiki wa kar wa kwa muda mrefu.ua Jide Jiwa anatoa habari za kumhusu Mwaipopo mara kwa mara kupitia blogu yake, kama habari hii amb hii",1.0
46,"wa Bodi ya ut uti i na Hifafa ya Taifa ya Mlima Kilimanjaro. Tim Tim za G Gier fc na Volcano Volc zikijiankia kwa mchezo wazofiki katika eneo katika Kreta, kilele chalelehuru, M, Kilimanjaro. Wachezajiachekiweka pozi la picha katika Kreta ya Uhuru katikahurlele cha Uhuru cha Mlimaulimanjaro.limaachezaj. 30 wa timu za 30a za mataifa mbalimbali wames mataiki kuwemes rekod ku ya",0.0
47,"uvunjifu wa amani, vi vi na uharibiharibi wa mali na mazingiraira Dkkheng hen amesemaesechambuzi wazi wa umdhiini migogoro ya matumi mat ya ardhi ni mtambukabuk suluhu yake inaweza kupatikana kupitia jitihada za pamoja miongoni mwanikta husikaa Dk.hongk -esema Serikali ionge Seri kasi ya ku kaseleza kwa vitendo Mpango wa Matumizi Bora ya Ardhi kama ili Ardhi",1.0
48,"kwaniningozi wangu walinifanyia mpangopangnde kwenye mji m mji m waoibu, ili nikatoe mioe mi kwenye msikiti mmoja hadi m hadiinetu Kwa ari kubwa nilitaka kilalitaoja kilaahamu utamadun ah wa Mtume Muhammadi na Mtkeo,, dada yangu yakeuwa na ucha, uwa nakuwachatii wari zangu zinazotokana na Quran za kuvaa mtandio kwa zaili ya monyeshanguha ya Nilihitaji kuungwa mkono",0.0
49,"Uchukuziuzi nawasiliano Eng. Edwin Ng Ngani akitoa maelekezezo Meneja wa Mamlaka ya Hali ya Hewa ( (A ), mkoa wa Mbeybey Bw..sa saadi alipok alia uwan u wa nde wa wa Songwe Mkoawe Mbeya. Naibu Wiburi wa Ujenzi, Uchukuzi na Mawasiliawas Eng. Edwin.onyani ( wai kus walio )hon akikagua na kupaa maelezo ya njia ya kuruka na kutua ndege katika uwanja wa ndeja",1.0
50,"Mkali wa muziki wa kizazi kipya nchini,,dindinl maarufu kama Shetta anadaiwa kulala chu chu kimoja na staa wa wamu mugo, Rose Ndauka katika hoteli iitwayo Kingway iliyoko mkoani Morogoro mwishonii wiki iliyopitapita Staa wa filamu Bongo, Rose Rose Mkali wa muziki wa kizazi ki ki nchini nchini Nurdin Bila Bila maarufu kama Shetta. Hat Hata, haikuweza kufahamika mara",0.0
51,". m ni wafanyabiashara na wafanyakazi na nakulima wachache sana na wanafunzi wa vyuo. kwa nchi kama kamaZ Z asilimilimi 60 ya watu wake wake au auribani ya watu milioni 18, mtu anaishi kwa do do 2 m m nne kwa siku, ata ataje kuwa na fedhaha ziada za kuweka benkiki dj sek : BALOOI WAAINGEREZA NCHIHIKONGOGO U UINDUZZ WA FILAMAM YA KUPINGA UKEKET",0.0
52,"shida tumezoea, kila mmoja anafanya kazi kazi, mi mi naandika kwa mk mk wa kushoto na Maria anaandikaka mk mk wa kulia, [UNK] anasema Consolata,,aye anaonekanaone mchangamchang zaidi. Kwa upande up Mkuu wa Wilaya ya Kilo Ki, Asia Abdalah na Mbunge wa Viti Maalum Mkoa wa Iringa, Rita Kabati ni miongoni wa viongozi wazipata kuwatetebelea kwa nyaeai tofauti watoto hao. [UNK] Nimefur",0.0
53,"na taal taal kwa kwafanya fani wa Mamlaka ambka Kuendesha Utafiti na Ukaguzi kwa Wateja kwa baadhiadh maeneo ya Mjini Mjini ambapo Mradi wa Kuimarisha Mishambinu ya Maji na Maji naea Uwezo Mamlaka Kifedha ( ADF 12 ) Aidha,ha,ande wa Kae wa Kuimuea Uwezo Ma Uweka ya Majika Mradi umeendesha warsha ya uchambuzi wa zabuni za Tender ( Workshop ) Science lengo la kuij",0.0
54,". kuacha watoto..K 20 : 32 M Mhowe akafa pia yu yu mwanamkeke.K K : 33 Je, siku sikufu watakapofufuliwa, mwanamke huyo atakuwawae wa wai?? W ameolele na wote sa sa. "" LKK : 34 Yesu akawaambiabia "" Watu wa nyakati hizi huoa na kuolewa ; LKK : 35 lakini wale ambao Mu Mu atawawezesha kushiriki ule wakati wakati ufufufu, hawataoa w",1.0
55,"LA POSOS TA TAZANIA VISIWANI ZANZIBARARIU : Jinsisi Ku Kuua Blog yako mwaka 2018 Ladha ya Muziki wa Dance Dance Inazidzidioteaea Furaha ya kwelwel ina inawa na nawe mwenyewe.. Dube, Mk Mk wa Raggea ambaye aliwahi kuishi..hamu kuhusu kuhusujia Uza wa mpango, Faida na Madhara yake Fahamu kuhusiana na Ugonjwa wa Kipindupindu, Dalili zake",0.0
56,wa waka viongozi wa wasa wa UDSM wajieleze kabla ya kuwaita wa Mapendekezo sheriariapya ya vyama vya ku vyaikana baada ya siku 30 Baraza la Vyama vya Siasa Siamesitisha mjadalajada map wakeema ya mareke mareho ya she ya shepya ya 1 Habari Mapendebarizo sheria m she ya vyama vya kujulikana baada ya siku baada ya sikuo n Kusisimua Ajirusha Awa uchi kwenye kundi la simba Mwananchi,0.0
57,"una unaa kitu kuhusu Dan Mintz kama wasifuifu, habari za maisha au kazi yake yake Daniel Richard "" Danny "" McBride ( am amliwa tarwa 29 Desemba 1976 ) 1976 m,izaji wa filamu na mchekeshajiha nchini. Kidulbu ni lugha ya Kiniger - Kongo nchini Nigeria inayozungumzwa na inayozungumzwa alba. Mwaka wa 1993 wa ya wasemaji wa Kidulbu imehesabiwa kuwa watu 100 tu. Kufuatana na uainishaji wa lugha wa lugha",1.0
58,.wen we umwe wa miaka 45 kutoka Kenya amepigwa na Wananchianc ya kufumaniwa akifanya mapenzi na maiti ya Mtoto Mto ali wake aliyewari wa miaka 15 miakaapo napoti ya K244 ime imeoti tukio tuo kutokea kwenye kiji ki cha Kiwan Ki Ndege kaunti ndogo ya Kuresoi Kaskazini. Klabu ya Azam FC inapend inapenda taarifa kuwa mkataba wakeba kocha kocha Hall kutoka nchini uingereza ulisitishwa r,1.0
59,"kiwango hicho hata yeyeyejua,, nae kumpa sifa zake. Wazungu wanasnasoma [UNK] Yes Yes you can kiss and tell some of the times [UNK].. kama kama ye kuna sehemu anahitajijijisogeza,,mbie pia, tena kimahaba. Hii itawasaisaidiote. Ni kweli kwamba kuna wanau wa ambao ni wazuri na we na uwezo mkubwa zaidi ya huy ya ulienaye, lakini kwake hukeikiwa vye v zaidi ukimwona yeye ni zaidi ya",0.0
60,la So Sowetni ( FIFA ). Alianza kuchezeszes akiwa na miaka 16 na sasa ni miongoni mwa marefa wenye heshima kubwa kwenye Premier League.. 1998 alianza alianza hehika ki kidogo kablabla kuingia rasmi kama refa wa kati katika katikachi za madaraja ya chini 2002. Fainali ya yabe la Ligi 2016 2016 Liverpool 1 - - 0 City ( Liverpool walishinhin kwa penalti 3 - 1 ) ) ni ningoni mwa marefa vijana kwenye Premier,1.0
61,".wajui. Aidha kati ya watu hao waliohohowa ni asi asia a ndiodiolikiri kushiriki katika mchachao wa kura za maoni za kuteuaua....sema kuhusu kuhusudaji wa wabunge katika Bunge lililovunjwa asilimia 20 walimlim Zitto Ka Kala kuwa alifanya vizuri, akifuatiwa na nak Slaa kwa asilimiaa na nalimia tatuu,taja Harrison Mwakyembe, Anna,lang M Lang John Magufuli.",0.0
62,"la pili pili katika ya 88 kupitia kwa kwa miaka. Mkongwewezaj wa United, akiwa amebaebaka mi mi miwili kusherehekea kutimiza miaka 40 40 amefunganaa na nawiji wa zaman zaman wa wa Madrid,, katika kuchezazachi nyingi nyingi Ligi ya ya Duniawa, wote 144 )..HAMAMLIAJJ Robin van vanie anataka ku kuche mkataba wa wachezea Manchester United ndani ndani miaka yake yakeatu ilyobaki katika Mkata Mk wakeba",1.0
63,ya ya mni kuhusu unyanyasiyasiwanywa na nagambo kwa wananchi na boda boda. H HU NDIO U UUMBE WA WAMOND PLATNUMZ KWA BASATA BAADA YA WIMBO WA W KUFUNGIUN Na Ripota Wetu Wet Globu ya jamii WA WTI kukiwa nakiwala mkubwa katika medani ya tasnia ya burudani bu baadani wimbo wa Mwanza m... PICHA ZA MECHI YCHAMBA NAA NAGA INAYOCHEZWA MUDA HUU U,1.0
